nom_subestacao_de,nom_subestacao_para,val_niveltensao_kv,val_comprimento,val_resistencia,val_reatancia,val_shunt,val_capacoperlongasemlimit,val_capacoperlongacomlimit,val_capacopercurtasemlimit,val_capacopercurtacomlimit
RIO DAS EGUAS,BOM.JES.LAPA II,500,322,0.247,3.509,492.8,2300,2300,2300,2300
SOL DO SERTAO,BOM.JES.LAPA II,500,143,0.0787,1.0927,308.14,2880,2880,4000,4000
SOL DO SERTAO,GENTIO OURO II,500,126,0.069,0.955,268.73,2880,2800,4000,4000
U.SOBRADINHO,S.JOAO PIAUI,500,210,0.153,2.272,327.6,2300,2300,2300,2300
U.SOBRADINHO,S.JOAO PIAUI,500,210,0.2,2.68,271.9,2000,2000,2520,2500
ACARAU III,PARNAIBA III,500,191.56,0.132,2.054,294.6,3000,3000,3700,3700
ACARAU III,PECEM II,500,168.89,0.117,2.335,260.3,3000,3000,3700,3700
ACARAU III,TIANGUA II,500,157.67,0.109,1.69,242.4,3000,3000,3700,3700
FORTALEZA II,PECEM II,500,73.8,0.052,0.787,115,2956,2956,3725,3150
JAGUARUANA II,ACU III,500,107.3,0.0738,1.201,157.98,3005,3005,4000,4000
JAGUARUANA II,PACATUBA,500,156.22,0.1088,1.7776,235.19,3005,3005,4000,4000
MILAGRES,MILAGRES II,500,2.09,0.001,0.022,3.228,2300,2300,2300,2300
MILAGRES,QUIXADA,500,268.7,0.26,2.97,399,2390,2390,3011,3011
MILAGRES II,QUEIMADA NOVA 2,500,313,0.164,2.34,687.22,2880,2880,4000,4000
PACATUBA,FORTALEZA II,500,7.94,0.0056,0.0866,12.32,2956,2956,3725,3725
PECEM II,PACATUBA,500,68.31,0.0492,0.7599,108.3,2956,2956,3725,3725
PECEM II,SOBRAL III,500,174.8,0.116,1.883,279,3150,3150,3150,3150
PECEM II,SOBRAL III,500,174.8,0.119,1.859,272.5,2956,2956,3725,3150
QUIXADA,FORTALEZA II,500,137.8,0.14,1.55,203.1,2390,2390,3011,3011
SOBRAL III,TIANGUA II,500,107.8,0.075,1.087,158.2,2452,2452,3090,3090
TIANGUA II,SOBRAL III,500,110,0.0719,1.112,170.6,2300,2300,2300,2300
TIANGUA II,TERESINA II,500,272,0.1832,2.879,441.1,2300,2300,2300,2300
BRAS.LESTE,LUZIANIA,500,67,0.066,0.987,73.49,2680,2680,3272,3272
BRAS.LESTE,LUZIANIA,500,67,0.063,0.951,73.49,2680,2680,3272,3272
SAMAMBAIA,SILVANIA,500,84.83,0.079,1.172,101.2,2200,2200,3000,3000
SAMAMBAIA,SILVANIA,500,93.23,0.086,1.283,110.7,2200,2200,3000,3000
JOAO NEIVA 2,MESQUITA,500,236,0.162,2.901,322.7,3174,3174,4000,4000
JOAO NEIVA 2,VIANA 2,500,77.5,0.043,0.593,167.9,2965,2965,4000,4000
LUZIANIA,PARACATU 4,500,118,0.075,1.186,170.9,3000,3000,3000,3000
LUZIANIA,PIRAPORA 2,500,350,0.221,3.576,540.7,3860,3860,4590,4590
LUZIANIA,RIO DAS EGUAS,500,373,0.189,2.717,812.4,4780,4780,6020,6020
LUZIANIA,SAMAMBAIA,500,65,0.045,0.717,103.5,3000,3000,3000,3000
R.VERDE NORTE,ITUMBIARA,500,202,0.191,2.807,243.9,2840,2840,2840,2840
R.VERDE NORTE,TRINDADE,500,193,0.171,2.544,237.2,2850,2850,3500,3500
R.VERDE NORTE,TRINDADE,500,193,0.171,2.544,237.2,2850,2850,3500,3500
S.DA MESA,GURUPI,500,256,0.176,2.69,396.1,2856,2856,3598,3000
S.DA MESA,GURUPI,500,257,0.18,2.76,403.6,3150,3150,3150,3150
S.DA MESA,SAMAMBAIA,500,249,0.234,3.547,312.4,2142,2142,2699,2699
S.DA MESA,SAMAMBAIA,500,248.5,0.173,2.726,400.1,2856,2856,3598,3000
S.DA MESA,SAMAMBAIA,500,248,0.179,2.617,393.2,3150,3150,3150,3150
S.DA MESA,SERRA MESA 2,500,42.7,0.027,0.466,65.35,2300,2300,2300,2300
SERRA MESA 2,LUZIANIA,500,310,0.201,3.256,483.5,3000,3000,3000,3000
SERRA MESA 2,RIO DAS EGUAS,500,208.36,0.1302,2.2486,320.9,2300,2300,2300,2300
SILVANIA,TRINDADE,500,155,0.105,1.707,224.8,3290,3290,4000,4000
ACAILANDIA,IMPERATRIZ,500,56.81,0.04,0.6,87.19,2300,2300,2829,2829
ACAILANDIA,MARABA,500,238.58,0.18,2.63,387.1,2300,2300,2829,2829
ACAILANDIA,MARABA,500,236,0.16,2.51,356.1,3100,3100,3100,3100
ACAILANDIA,P.DUTRA,500,414.87,0.31,4.5,622,2300,2300,2829,2829
ACAILANDIA,STA LUZIA III,500,220.5,0.113,1.924,420.3,5405,5405,4545,4545
BACABEIRA,MIRANDA II,500,68.8,0.077,0.89,103.6,2344,2344,2953,2953
BACABEIRA,MIRANDA II,500,68.8,0.05,0.733,106.1,3000,3000,3780,3000
BACABEIRA,PARNAIBA III,500,297.71,0.206,3.193,457.9,3000,3000,3700,3700
BACABEIRA,PARNAIBA III,500,293.56,0.203,3.148,451.5,3000,3000,3700,3700
BACABEIRA,SAO LUIS II,500,39.8,0.042,0.519,50.85,2344,2344,2953,2953
BACABEIRA,SAO LUIS II,500,39.8,0.029,0.425,61.45,3000,3000,3780,3780
IMPERATRIZ,COLINAS,500,343,0.23,3.65,529.6,3000,3000,3780,3150
IMPERATRIZ,COLINAS,500,343,0.26,3.68,539.6,3150,3150,3150,3150
IMPERATRIZ,MARABA,500,182.2,0.191,2.355,233.8,2344,2300,2953,2800
IMPERATRIZ,MARABA,500,182.2,0.131,1.927,282.3,3000,3000,3780,3000
IMPERATRIZ,P.DUTRA,500,387.8,0.35,4.76,510.2,2344,2000,2953,2000
IMPERATRIZ,P.DUTRA,500,387.9,0.24,3.96,602.3,3000,3000,3780,3000
MIRANDA II,P.DUTRA,500,195.8,0.138,2.07,302.5,3000,3000,3780,3000
MIRANDA II,S.ANTON LOPES,500,60.2,0.15,1.842,181.8,2344,2344,2953,2953
MIRANDA II,SAO LUIS II,500,116,0.072,1.133,172.9,3175,3175,4000,4000
P.DUTRA,B. ESPERANCA,500,205,0.213,2.64,263.1,2344,2000,2953,2000
P.DUTRA,S.ANTON LOPES,500,135.7,0.05483,0.68432,67.16,2344,2344,2953,2953
SAO LUIS II,SAO LUIS IV,500,5,0.003,0.06,7.368,3175,3175,4000,4000
SAO LUIS II,SAO LUIS IV,500,5,0.003,0.06,7.368,3175,3175,4000,4000
STA LUZIA III,MIRANDA II,500,145.39,0.077,1.302,280.8,5405,5405,4545,4545
ARINOS 2,PARACATU 4,500,214,0.166,2.495,273.6,2940,2940,4000,4000
ARINOS 2,PARACATU 4,500,214,0.167,2.494,273.7,2940,2940,4000,4000
ARINOS 2,PIRAPORA 2,500,215.66,0.117,1.636,472.4,2905,2905,4000,4000
ARINOS 2,RIO DAS EGUAS,500,230,0.119,1.666,481.5,2905,2905,4000,4000
B.DESPACHO 3,JAGUARA-500,500,228.168,0.214,3.214,267.2,2820,2820,3299,3000
B.DESPACHO 3,JAGUARA-500,500,228.409,0.215,3.218,268,2820,2820,3299,3000
B.DESPACHO 3,NEVES 1,500,127.521,0.122,1.814,149.2,2820,2820,3299,3000
B.DESPACHO 3,NEVES 1,500,127.657,0.122,1.816,149,2820,2820,3299,3000
B.DESPACHO 3,OURO PRETO 2,500,180,0.183,2.378,240.7,2825,2825,3560,3560
B.DESPACHO 3,S. G. DO PARA,500,59.056,0.057,0.822,70.26,2820,2820,3299,3000
B.DESPACHO 3,SAO GOTARDO 2,500,91.306,0.088,1.269,108.7,2820,2820,3299,3000
B.DESPACHO 3,SAO GOTARDO 2,500,91.07,0.0837,1.2602,112.9,2925,2925,2925,2925
CAPELINHA 3,G.VALADARES 6,500,141,0.074,1.033,293.4,2965,2965,4000,4000
CAPELINHA 3,G.VALADARES 6,500,141,0.074,1.033,293.4,2965,2965,4000,4000
EMBORCACAO,ITUMBIARA,500,134.561,0.13,1.917,157,2820,2000,3299,2000
EMBORCACAO,NOVA PONTE,500,86.838,0.084,1.241,101.2,2820,2820,3299,3000
EMBORCACAO,NOVA PONTE,500,88,0.084,1.241,101.2,2925,2925,2925,2925
EMBORCACAO,SAO GOTARDO 2,500,248.44,0.22,3.42,274.8,2820,2820,3299,3000
EMBORCACAO,SILVANIA,500,223.93,0.203,3.056,268.7,2200,2200,3000,3000
ESTREITO,FERNAO DIAS,500,342,0.23,3.812,490.2,3400,3400,4285,4285
ESTREITO,FERNAO DIAS,500,342,0.23,3.812,490.2,3400,3400,4285,4285
ESTREITO,JAGUARA-500,500,53,0.042,0.634,55.07,2300,2300,2760,2760
ESTREITO,RIBEIRAOPRETO,500,118,0.10780000000000001,1.6276,141.9,2300,2300,2760,2760
G.VALADARES 6,MUTUM,500,156,0.079,1.091,310.04,2890,2890,4000,4000
G.VALADARES 6,MUTUM,500,165,0.083,1.154,328.7,2890,2890,4000,4000
G.VALADARES 6,PE. PARAISO 2,500,203,0.116,1.628,468.5,2890,2890,4000,4000
G.VALADARES 6,PE. PARAISO 2,500,216,0.117,1.632,469.6,2890,2890,4000,4000
ITABIRA 5,MESQUITA,500,86.19,0.081,1.208,101.3,2772,2772,3300,3300
ITABIRA 5,MESQUITA,500,86.39,0.078,1.175,98.55,2820,2820,3299,3000
ITABIRA 5,NEVES 1,500,88,0.083,1.251,104.9,2772,2772,3300,3300
ITABIRA 5,P. JUSCELINO,500,155.7,0.107,1.658,239.5,4045,4045,4835,4835
ITABIRA 5,P. JUSCELINO,500,189,0.11,1.959,214.6,3245,3245,4000,4000
ITABIRA 5,VESPASIANO 2,500,62.75,0.061,0.895,73.11,2820,2820,3299,3000
ITABIRITO 2,OURO PRETO 2,500,5.23,0.015,0.144,12.57,2820,2820,3299,3000
ITABIRITO 2,S. G. DO PARA,500,120.63,0.118,1.677,144.6,2820,2820,3299,3000
ITABIRITO 2,VESPASIANO 2,500,85,0.081,1.076,108.2,2825,2825,3475,3475
ITUMBIARA,MARIMBONDO,500,212,0.21,2.93,254.6,2000,2000,2000,2000
ITUMBIARA,NOVA PONTE 3,500,194.61,0.177,2.653,234.1,2925,2925,3480,3480
ITUMBIARA,SAO SIMAO-SE,500,166,0.15,2.32,196.6,2142,2000,2699,2000
ITUMBIARA,SILVANIA,500,227.35,0.206,3.11,273.9,2200,2200,3000,3000
JAGUARA-500,NOVA PONTE,500,105.585,0.1,1.51,119.6,2820,2820,3299,3000
JAGUARA-500,SAO SIMAO-SE,500,342.711,0.313,4.752,405.8,2547,2547,3133,3000
JAIBA,JANAUBA 6,500,109,0.071,1.2,144.5,3260,3260,4000,4000
JAIBA,JANAUBA 6,500,109,0.071,1.2,144.5,3260,3260,4000,4000
JANAUBA 3,P. JUSCELINO,500,337,0.173,2.479,733.54,2950,2950,4000,4000
JANAUBA 3,P. JUSCELINO,500,330,0.17,2.428,717.4,2950,2950,4000,4000
JANAUBA 3,PIRAPORA 2,500,238,0.127,1.788,516.76,2950,2950,4000,4000
JANAUBA 3,S. DAS ALMAS II,500,150.31,0.082,1.144,327.2,4000,4000,2950,2950
JANAUBA 6,CAPELINHA 3,500,233,0.12,1.685,484.7,2965,2965,4000,4000
JANAUBA 6,CAPELINHA 3,500,233,0.12,1.685,484.7,2965,2965,4000,4000
JANAUBA 6,JANAUBA 3,500,44,0.028,0.473,56.7,3260,3260,4000,4000
JANAUBA 6,JANAUBA 3,500,44,0.028,0.473,56.7,3260,3260,4000,4000
MARIMBONDO,AGUA VERMELHA,500,172,0.153,2.356,203.8,2142,2000,2699,2000
MARIMBONDO,MARIMBONDO II,500,7,0.006,0.097,7.4,2142,2142,2699,2699
MARIMBONDO,MARIMBONDO II,500,7,0.006,0.086,7.2,2142,2142,2699,2699
MARIMBONDO,MARIMBONDO II,500,7,0.01,0.0824,7.1724,2300,2300,2760,2760
MARIMBONDO,MORRO AGUDO,500,133.82,0.1253,1.8381,160.4,2300,2300,2760,2760
MARIMBONDO II,ARARAQUARA FUR,500,199,0.179,2.762,236.4,2142,2142,2699,2699
MARIMBONDO II,ARARAQUARA FUR,500,194,0.178,2.748,236.8,2142,2142,2699,2699
MARIMBONDO II,ASSIS,500,297,0.139,3.089,460.8,3455,3455,4380,4380
MARIMBONDO II,R.VERDE NORTE,500,350,0.232,3.853,512.8,3000,3000,3780,3780
MARIMBONDO II,R.VERDE NORTE,500,350,0.232,3.853,512.8,3000,3000,3780,3780
MARIMBONDO II,SAO SIMAO-SE,500,210,0.1932,2.8339,246.1,2300,2300,2760,2760
MESQUITA,MUTUM,500,136.2,0.129,1.9,160.59,2400,2400,3050,3050
MUTUM,RIO NOVO SUL,500,132,0.088,1.328,203.83,2905,2905,3660,3660
MUTUM,VIANA 2,500,136,0.113,1.657,139.75,2400,2400,3050,3050
NEVES 1,VESPASIANO 2,500,23.925,0.023,0.34,27.95,2820,2820,3299,3000
NOVA PONTE,ESTREITO,500,147,0.134,2.023,158.3,2925,2925,2925,2925
NOVA PONTE,SAO GOTARDO 2,500,198,0.1739,2.6453,216.9,2925,2925,2925,2925
NOVA PONTE 3,ARARAQUARA 2,500,291,0.161,2.292,625.8,2965,2965,4000,4000
NOVA PONTE 3,ARARAQUARA 2,500,291,0.159,2.263,617.1,2965,2965,4000,4000
NOVA PONTE 3,NOVA PONTE,500,36,0.029,0.422,36.75,2925,2925,3480,3480
PARACATU 4,EMBORCACAO,500,188,0.125,1.996,290.9,3000,3000,3000,3000
PARACATU 4,NOVA PONTE 3,500,291,0.147,2.089,566.7,2965,2965,4000,4000
PARACATU 4,NOVA PONTE 3,500,291,0.146,2.063,559,2965,2965,4000,4000
PARACATU 4,PIRAPORA 2,500,244,0.232,3.357,296,2925,2925,3481,3481
PE. PARAISO 2,POCOES III,500,334,0.174,2.477,732.1,2890,2890,4000,4000
PE. PARAISO 2,POCOES III,500,338,0.177,2.529,749.1,2890,2890,4000,4000
PIRAPORA 2,P. JUSCELINO,500,177,0.122,1.904,273.84,4045,4045,4835,4835
PIRAPORA 2,P. JUSCELINO,500,177,0.12,1.869,268.65,4045,4045,4835,4835
POCOS CALDAS,ITAJUBA 3,500,144,0.129,1.993,167.7,2142,2142,2699,2699
POCOS CALDAS,RIBEIRAOPRETO,500,136,0.125,1.887,163.7,2300,2300,2760,2760
SAO SIMAO-SE,AGUA VERMELHA,500,96.294,0.09,1.38,112.3,2547,2547,3133,3000
SAO SIMAO-SE,ITAGUACU,500,19.378,0.021,0.294,24.54,2640,2640,3480,3480
CLAUDIA,PARANAITA,500,300,0.19,3.213,445.3,3000,3000,3780,3780
CLAUDIA,PARANAITA,500,300,0.19,3.213,445.3,3000,3000,3780,3780
CLAUDIA,PARANAITA,500,300,0.196,3.083,467.6,3000,3000,3780,3780
CLAUDIA,PARANATINGA,500,350,0.223,3.811,536.7,3000,3000,3780,3780
CLAUDIA,PARANATINGA,500,350,0.229,3.675,559.4,3000,3000,3780,3780
JAURU,SE CUIABA,500,354.7,0.306,4.292,447,2840,2840,3380,3380
JAURU,SE CUIABA,500,355,0.321,4.659,439.4,2840,2840,3380,3380
PARANATINGA,RIBEIRAOZINHO,500,354,0.223,3.852,531.6,3000,3000,3780,3780
PARANATINGA,RIBEIRAOZINHO,500,354,0.223,3.852,531.6,3000,3000,3780,3780
PARANATINGA,RIBEIRAOZINHO,500,355,0.23,3.683,560.8,3000,3000,3780,3780
PARANATINGA,SINOP,500,297.47,0.197,3.095,445.7,3000,3000,3780,3780
RIBEIRAOZINHO,R.VERDE NORTE,500,242,0.215,3.295,292.8,2840,2840,2840,2840
RIBEIRAOZINHO,R.VERDE NORTE,500,242,0.16,2.552,376.4,2900,2900,3700,3700
RIBEIRAOZINHO,R.VERDE NORTE,500,239.7,0.158,2.55,364.1,3000,3000,3780,3780
SE CUIABA,RIBEIRAOZINHO,500,364,0.337,5.077,440.4,2840,2840,2840,2840
SE CUIABA,RIBEIRAOZINHO,500,364,0.232,3.785,576.4,2900,2900,3700,3700
SINOP,CLAUDIA,500,100.43,0.067,1.106,147.6,3000,3000,3780,3780
ITACAIUNAS,COLINAS,500,292.5,0.189,3.037,454.1,3000,3000,3000,3000
JURUPARI,ORIXIMINA,500,350,0.33006,4.1228,571.1,3140,3140,3920,3920
JURUPARI,ORIXIMINA,500,350,0.32878,4.0952,571,3140,3140,3920,3920
MARABA,ITACAIUNAS,500,39.8,0.023,0.362,52.6,3000,3000,3000,3000
MARABA,ITACAIUNAS,500,39.8,0.023,0.362,52.6,3000,3000,3000,3000
MARABA,TUCURUI,500,223.3,0.23,2.87,284.8,2344,2300,2953,2953
MARABA,TUCURUI,500,223.3,0.23,2.856,285.5,3000,3000,3780,3000
MARABA,TUCURUI,500,217.41,0.157,2.38,334.8,2300,2300,2829,2829
MARABA,TUCURUI,500,222.2,0.162,2.406,335.5,3100,3100,3100,3100
MARITUBA,TUCURUI,500,380,0.2237,3.5268,544.3,3000,3000,3700,3700
MARITUBA,VILA DO CONDE,500,56.2,0.04,0.615,88.12,3875,3875,4455,4455
ORIXIMINA,SILVES,500,335,0.238,3.483,534.2,3140,3140,3920,3920
ORIXIMINA,SILVES,500,335,0.238,3.483,534.2,3140,3140,3920,3920
SERRA PELADA,INTEGRADORA,500,66.5,0.0589,0.756,89.053,2825,2825,3530,3530
SERRA PELADA,INTEGRADORA,500,66.5,0.0589,0.756,89.053,2825,2825,3530,3530
SERRA PELADA,ITACAIUNAS,500,115,0.0688,1.062,152.9,3375,3375,4000,4000
SERRA PELADA,MIRACEMA,500,413.3,0.2062,3.0343,918.3,3375,3375,4000,4000
SERRA PELADA,MIRACEMA,500,413.3,0.2085,3.0398,916.6,3375,3375,4000,4000
TUCURUI,VILA DO CONDE,500,328.7,0.32,4.16,422.6,2344,2344,2953,2953
TUCURUI,VILA DO CONDE,500,323.95,0.24,3.56,500.7,2300,2300,2829,2829
TUCURUI,VILA DO CONDE,500,324,0.21,3.392,560.6,2800,2800,2800,2800
TUCURUI,XINGU,500,265,0.2312,2.9781,401.9,3140,3140,3920,3920
TUCURUI,XINGU,500,265,0.2301,2.9568,401.9,3140,3140,3920,3920
XINGU,JURUPARI,500,244,0.21062,2.7326,402.5,3140,3140,3920,3920
XINGU,JURUPARI,500,244,0.21021,2.7326,402.5,3140,3140,3920,3920
XINGU,SERRA PELADA,500,443,0.217,3.2172,983.7,3375,3375,4000,4000
XINGU,SERRA PELADA,500,443,0.2193,3.2218,982.3,3375,3375,4000,4000
C.GRANDE III,CEARA MIRIM 2,500,201,0.1412,2.2074,296.9,3092,3092,3895,3895
C.GRANDE III,CEARA MIRIM 2,500,196.3,0.128,2.182,313.4,3095,3095,3895,3895
C.GRANDE III,GARANHUNS II,500,193.8,0.132,2.095,298.6,3092,3092,3895,3895
C.GRANDE III,JOAO PESSOA II,500,122.21,0.0843,1.5127,161.3,3095,3095,3895,3895
C.GRANDE III,PAU FERRO,500,131,0.09013,1.39,205.7,3092,3092,3896,3896
SANTA LUZIA II,C.GRANDE III,500,123.8,0.085,1.313,192.5,3095,3095,4000,4000
SANTA LUZIA II,MILAGRES II,500,222.4,0.15,2.336,347.4,3095,3095,4000,4000
ANGELIM II,GARANHUNS II,500,13.8,0.015,0.161,15.59,1508,1508,2141,2141
ANGELIM II,PAU FERRO,500,220,0.254,2.812,286,1508,1508,2141,2141
ANGELIM II,SUAPE II,500,51.77,0.185,2.227,229.7,2524,2524,3180,3180
GARANHUNS II,PAU FERRO,500,209,0.143,2.261,322.3,3092,3092,3895,3895
GARANHUNS II,US. L.GONZAGA,500,238.7,0.296,3.037,313.2,1508,1508,2141,2141
GARANHUNS II,US. L.GONZAGA,500,217.7,0.148,2.353,335.5,3092,3092,3895,3895
PAU FERRO,RECIFE II,500,113,0.121,1.455,146.3,1508,1508,2141,2141
RECIFE II,SUAPE II,500,43.1,0.045,0.541,56.6,2524,2524,3180,3180
RECIFE II,SUAPE II,500,111.4,0.05,0.58,61.04,2524,2500,3180,2500
US. L.GONZAGA,MILAGRES,500,231.2,0.21,2.57,343.2,2524,2524,3180,3150
CURRAL PIAUI II,MILAGRES II,500,209.7,0.154,2.218,325.3,2300,2300,2300,2300
CURRAL PIAUI II,QUEIMADA NOVA 2,500,109.59,0.06,0.838,238.07,2880,2880,4000,4000
CURRAL PIAUI II,S.JOAO PIAUI,500,181,0.134,1.92,279.9,2300,2300,2300,2300
GILBUES II,MIRACEMA,500,416.3,0.207,3.045,923.1,3375,3375,4000,4000
GILBUES II,S.JOAO PIAUI,500,413,0.207,3.478,798.2,4545,4545,5405,5405
PARNAIBA III,TIANGUA II,500,110.54,0.076,1.1806,170.41,3000,3000,3765,3765
RIB.GONCALVES,S.JOAO PIAUI,500,343,0.2594,3.6777,528.4,2300,2300,2900,2900
RIB.GONCALVES,S.JOAO PIAUI,500,353,0.259,3.678,540.8,2300,2300,2300,2300
S.JOAO PIAUI,B. ESPERANCA,500,233.8,0.22,2.97,301.5,2000,2000,2520,2500
TERESINA II,P.DUTRA,500,207.8,0.14,2.21,327.4,2452,2452,3090,3090
TERESINA II,P.DUTRA,500,210,0.14,2.22,327.5,2452,2452,3090,3090
TERESINA II,TIANGUA II,500,247.8,0.187,2.872,416.8,2452,2452,3090,3090
ADRIANOPOLIS,B. FLUMINENSE,500,18.9,0.012,0.193,29.69,2856,2856,3598,3000
ADRIANOPOLIS,GRAJAU,500,55,0.033,0.673,72.57,3119,3000,3930,3000
ADRIANOPOLIS,SAO JOSE,500,33,0.019,0.389,42.1,3119,3000,3930,3000
ADRIANOPOLIS,TERMINAL RIO,500,32.36,0.03,0.458,38.58,2142,2142,2699,2699
ADRIANOPOLIS,TERMINAL RIO,500,32.36,0.03,0.452,38.58,2142,2142,2699,2699
ANGRA FUR,C. PAULISTA,500,103,0.093,1.456,122.5,2142,2142,2699,2699
ANGRA FUR,NOVA IGUACU,500,108.6,0.101,1.518,127.8,2142,2142,2699,2699
ANGRA FUR,ZONA OESTE,500,98,0.092,1.363,115.3,2142,2142,2699,2699
B. FLUMINENSE,C. PAULISTA,500,160.4,0.098,1.68,252,2856,2856,3598,3000
CAMPOS 2,LAGOS,500,101,0.057,1.005,146.8,3235,3235,3930,3930
CAMPOS 2,LAGOS,500,101,0.057,1.003,146.8,3235,3235,3930,3930
CAMPOS 2,MUTUM,500,239,0.131,2.346,348.3,3235,3235,3930,3930
CAMPOS 2,MUTUM,500,239,0.132,2.34,348.3,3235,3235,3930,3930
GRAJAU,NOVA IGUACU,500,45.5,0.03,0.607,64.6,2142,2142,2699,2699
NOVA IGUACU,SAO JOSE,500,23.5,0.017,0.323,34.12,2142,2142,2699,2699
NOVA IGUACU,TAUBATE,500,247,0.181,3.14,349.3,2770,2770,3580,3580
NOVA IGUACU,ZONA OESTE,500,32.4,0.029,0.436,36.74,2142,2142,2699,2699
TERMINAL RIO,C. PAULISTA,500,144.11,0.133,2.024,170.6,2142,2142,2699,2699
TERMINAL RIO,LAGOS,500,227,0.134,2.41,358.18,3235,3235,3930,3930
TERMINAL RIO,LAGOS,500,227,0.134,2.41,358.18,3235,3235,3930,3930
TERMINAL RIO,NOVA IGUACU,500,30,0.0223,0.344,50.08,4000,4000,4760,4760
TERMINAL RIO,NOVA IGUACU,500,30,0.0223,0.344,50.08,4000,4000,4760,4760
TERMINAL RIO,RESENDE,500,87,0.081,1.221,106.8,2142,2142,2699,2699
ACU III,J. CAMARA III,500,135.1,0.1052,1.5547,217.8,3164,3164,3923,3923
ACU III,MILAGRES II,500,292,0.2149,3.1747,444.7,3600,3600,4400,4400
ACU III,QUIXADA,500,229.08,0.156,2.45,371.6,2910,2910,3680,3680
CEARA MIRIM 2,J. CAMARA III,500,64,0.043,0.681,98.42,3092,3092,3895,3895
CEARA MIRIM 2,J. CAMARA III,500,61.45,0.043,0.648,91.6,3092,3092,3895,3895
JANDAIRA II,J. CAMARA III,500,28.751,0.0214,0.3104,43.92,2910,2910,3492,3492
JANDAIRA II,MONTE VERDE,500,9.712,0.0072,0.1049,14.83,2910,2919,3492,3492
MONTE VERDE,ACU III,500,97.22,0.0713,1.0501,148.6,2910,2910,3680,3680
BOA VISTA,EQUADOR,500,332,0.288,4.384,406.7,2445,2445,3010,3010
BOA VISTA,EQUADOR,500,332,0.288,4.384,406.7,2445,2445,3010,3010
EQUADOR,LECHUGA,500,396,0.334,5.115,492.8,2445,2445,3010,3010
EQUADOR,LECHUGA,500,396,0.334,5.115,492.8,2445,2445,3010,3010
PORTO SERGIPE I,JARDIM,500,33,0.0314,0.3931,121,0,0,0,0
PORTO SERGIPE I,JARDIM,500,33,0.0314,0.3931,121,0,0,0,0
PORTO SERGIPE I,OLINDINA,500,180,0.1216,1.8916,273.6,3000,3000,3700,3700
ARARAQUARA 2,ARARAQUARA FUR,500,15,0.01,0.193,19.12,1848,1848,3700,3700
ARARAQUARA 2,ARARAQUARA FUR,500,15,0.01,0.193,19.12,1848,1848,3700,3700
ARARAQUARA 2,FERNAO DIAS,500,246,0.162,2.569,382.2,3360,3360,4235,4235
ARARAQUARA 2,ITATIBA,500,207,0.145,2.295,339.7,3360,3360,4235,4235
ARARAQUARA 2,TAUBATE,500,334.32,0.21,3.84,471.2,2770,2770,3580,3580
ARARAQUARA FUR,CAMPINAS,500,171,0.15,2.39,202.6,2142,2142,2699,2699
ARARAQUARA FUR,POCOS CALDAS,500,176,0.156,2.46,208.5,2142,2142,2699,2699
C. PAULISTA,ESTREITO,500,369.65,0.189,3.158,709.6,2820,2820,4000,4000
C. PAULISTA,ESTREITO,500,370,0.189,3.158,709.6,2820,2820,4000,4000
C. PAULISTA,FERNAO DIAS,500,169,0.148,2.347,193.3,2142,2142,2699,2699
C. PAULISTA,ITAJUBA 3,500,57.6,0.052,0.792,66.5,2142,2142,2699,2699
C. PAULISTA,LORENA,500,19.3,0.014,0.205,30.35,3150,3150,3150,3150
C. PAULISTA,RESENDE,500,56,0.051,0.782,66.5,2142,2142,2699,2699
C. PAULISTA,TAUBATE,500,83,0.075,1.15,98.9,2142,2142,2699,2600
C. PAULISTA,TIJUCO PRETO,500,181,0.167,2.54,216.6,2142,2142,2699,2699
CAMPINAS,FERNAO DIAS,500,64.8,0.06,0.946,76.26,2142,2142,2699,2699
CAMPINAS,ITATIBA,500,26.54,0.024,0.368,31.7,2142,2142,2699,2699
CAMPINAS,ITATIBA,500,25.1,0.017,0.267,38.833,2860,2860,4000,4000
FERNAO DIAS,TERMINAL RIO,500,307,0.199,3.081,478.75,3000,3000,4000,4000
IBIUNA,BATEIAS,500,328,0.308,3.958,444.8,1500,1500,2600,2600
IBIUNA,BATEIAS,500,328,0.308,3.958,444.8,1500,1500,2600,2600
IBIUNA,ITATIBA,500,86.46,0.079,1.214,103.2,2142,2142,2699,2699
ITATIBA,BATEIAS,500,399,0.263,4.25,659,3360,3360,4235,4235
MORRO AGUDO,RIBEIRAOPRETO,500,65.025,0.059,0.918,79.2,2300,2300,2760,2760
TIJUCO PRETO,LORENA,500,166,0.114,1.712,259.62,3150,3150,3150,3150
TIJUCO PRETO,TAUBATE,500,108.47,0.106,1.441,133.4,2142,2142,2699,2600
COLINAS,MIRACEMA,500,174,0.12,1.84,265.8,3000,3000,3780,3150
COLINAS,MIRACEMA,500,174,0.13,1.86,270.4,3150,3150,3150,3150
COLINAS,MIRACEMA,500,173,0.125,1.828,272.8,3000,3000,3000,3000
COLINAS,RIB.GONCALVES,500,379,0.2796,3.9439,567.4,2300,2300,2300,2300
COLINAS,RIB.GONCALVES,500,367,0.259,3.919,563,2300,2300,2900,2900
GURUPI,MIRACEMA,500,255,0.17,2.71,391.4,2856,2856,3598,3150
GURUPI,MIRACEMA,500,256,0.19,2.73,403.5,3150,3150,3150,3150
